"Aldur","Svæði","Year.and.month","Value"
"45-49 ára","Vesturland","2009-09",32
"45-49 ára","Vesturland","2009-10",37
"45-49 ára","Vesturland","2009-11",51
"45-49 ára","Vesturland","2009-12",58
"45-49 ára","Vesturland","2010-01",49
"45-49 ára","Vesturland","2010-02",48
"45-49 ára","Vesturland","2010-03",45
"45-49 ára","Vesturland","2010-04",40
"45-49 ára","Vesturland","2010-05",33
"45-49 ára","Vesturland","2010-06",23
"45-49 ára","Vesturland","2010-07",19
"45-49 ára","Vesturland","2010-08",22
"45-49 ára","Vesturland","2010-09",29
"45-49 ára","Vesturland","2010-10",30
"45-49 ára","Vesturland","2010-11",32
"45-49 ára","Vesturland","2010-12",36
"45-49 ára","Vesturland","2011-01",37
"45-49 ára","Vesturland","2011-02",38
"45-49 ára","Vesturland","2011-03",34
"45-49 ára","Vesturland","2011-04",34
"45-49 ára","Vesturland","2011-05",28
"45-49 ára","Vesturland","2011-06",28
"45-49 ára","Vesturland","2011-07",27
"45-49 ára","Vesturland","2011-08",21
"45-49 ára","Vesturland","2011-09",20
"45-49 ára","Vesturland","2011-10",23
"45-49 ára","Vesturland","2011-11",24
"45-49 ára","Vesturland","2011-12",25
"45-49 ára","Vesturland","2012-01",27
"45-49 ára","Vesturland","2012-02",24
"45-49 ára","Vesturland","2012-03",26
"45-49 ára","Vesturland","2012-04",26
"45-49 ára","Vesturland","2012-05",20
"45-49 ára","Vesturland","2012-06",18
"45-49 ára","Vesturland","2012-07",22
"50-54 ára","Vesturland","2000-02",2
"50-54 ára","Vesturland","2000-03",5
"50-54 ára","Vesturland","2000-04",4
"50-54 ára","Vesturland","2000-05",1
"50-54 ára","Vesturland","2000-06",4
"50-54 ára","Vesturland","2000-07",2
"50-54 ára","Vesturland","2000-08",3
"50-54 ára","Vesturland","2000-10",5
"50-54 ára","Vesturland","2000-11",8
"50-54 ára","Vesturland","2000-12",8
"50-54 ára","Vesturland","2001-01",9
"50-54 ára","Vesturland","2001-02",6
"50-54 ára","Vesturland","2001-03",6
"50-54 ára","Vesturland","2001-04",6
"50-54 ára","Vesturland","2001-05",6
"50-54 ára","Vesturland","2001-06",5
"50-54 ára","Vesturland","2001-07",8
"50-54 ára","Vesturland","2001-08",7
"50-54 ára","Vesturland","2001-09",5
"50-54 ára","Vesturland","2001-10",4
"50-54 ára","Vesturland","2001-11",8
"50-54 ára","Vesturland","2001-12",11
"50-54 ára","Vesturland","2002-01",12
"50-54 ára","Vesturland","2002-02",13
"50-54 ára","Vesturland","2002-03",12
"50-54 ára","Vesturland","2002-04",8
"50-54 ára","Vesturland","2002-05",9
"50-54 ára","Vesturland","2002-06",8
"50-54 ára","Vesturland","2002-07",7
"50-54 ára","Vesturland","2002-08",11
"50-54 ára","Vesturland","2002-09",7
"50-54 ára","Vesturland","2002-10",10
"50-54 ára","Vesturland","2002-11",13
"50-54 ára","Vesturland","2002-12",13
"50-54 ára","Vesturland","2003-01",16
"50-54 ára","Vesturland","2003-02",16
"50-54 ára","Vesturland","2003-03",13
"50-54 ára","Vesturland","2003-04",10
"50-54 ára","Vesturland","2003-05",7
"50-54 ára","Vesturland","2003-06",6
"50-54 ára","Vesturland","2003-07",4
"50-54 ára","Vesturland","2003-08",8
"50-54 ára","Vesturland","2003-09",4
"50-54 ára","Vesturland","2003-10",8
"50-54 ára","Vesturland","2003-11",10
"50-54 ára","Vesturland","2003-12",12
"50-54 ára","Vesturland","2004-01",13
"50-54 ára","Vesturland","2004-02",12
"50-54 ára","Vesturland","2004-03",11
"50-54 ára","Vesturland","2004-04",8
"50-54 ára","Vesturland","2004-05",10
"50-54 ára","Vesturland","2004-06",8
"50-54 ára","Vesturland","2004-07",8
"50-54 ára","Vesturland","2004-08",9
"50-54 ára","Vesturland","2004-09",12
"50-54 ára","Vesturland","2004-10",17
"50-54 ára","Vesturland","2004-11",10
"50-54 ára","Vesturland","2004-12",10
"50-54 ára","Vesturland","2005-01",6
"50-54 ára","Vesturland","2005-02",4
"50-54 ára","Vesturland","2005-03",7
"50-54 ára","Vesturland","2005-04",8
"50-54 ára","Vesturland","2005-05",4
"50-54 ára","Vesturland","2005-06",1
"50-54 ára","Vesturland","2005-07",5
"50-54 ára","Vesturland","2005-08",5
"50-54 ára","Vesturland","2005-09",3
"50-54 ára","Vesturland","2005-10",4
"50-54 ára","Vesturland","2005-11",3
"50-54 ára","Vesturland","2005-12",7
"50-54 ára","Vesturland","2006-01",8
"50-54 ára","Vesturland","2006-02",5
