"Aldur","Svæði","Year.and.month","Value"
"Samtals","Önnur sveitarfélög á höfuðb.","2003-11",909
"Samtals","Önnur sveitarfélög á höfuðb.","2003-12",954
"Samtals","Önnur sveitarfélög á höfuðb.","2004-01",982
"Samtals","Önnur sveitarfélög á höfuðb.","2004-02",1006
"Samtals","Önnur sveitarfélög á höfuðb.","2004-03",1016
"Samtals","Önnur sveitarfélög á höfuðb.","2004-04",958
"Samtals","Önnur sveitarfélög á höfuðb.","2004-05",1037
"Samtals","Önnur sveitarfélög á höfuðb.","2004-06",1045
"Samtals","Önnur sveitarfélög á höfuðb.","2004-07",1014
"Samtals","Önnur sveitarfélög á höfuðb.","2004-08",935
"Samtals","Önnur sveitarfélög á höfuðb.","2004-09",843
"Samtals","Önnur sveitarfélög á höfuðb.","2004-10",829
"Samtals","Önnur sveitarfélög á höfuðb.","2004-11",803
"Samtals","Önnur sveitarfélög á höfuðb.","2004-12",810
"Samtals","Önnur sveitarfélög á höfuðb.","2005-01",853
"Samtals","Önnur sveitarfélög á höfuðb.","2005-02",838
"Samtals","Önnur sveitarfélög á höfuðb.","2005-03",764
"Samtals","Önnur sveitarfélög á höfuðb.","2005-04",734
"Samtals","Önnur sveitarfélög á höfuðb.","2005-05",733
"Samtals","Önnur sveitarfélög á höfuðb.","2005-06",710
"Samtals","Önnur sveitarfélög á höfuðb.","2005-07",690
"Samtals","Önnur sveitarfélög á höfuðb.","2005-08",514
"Samtals","Önnur sveitarfélög á höfuðb.","2005-09",420
"Samtals","Önnur sveitarfélög á höfuðb.","2005-10",400
"Samtals","Önnur sveitarfélög á höfuðb.","2005-11",389
"Samtals","Önnur sveitarfélög á höfuðb.","2005-12",385
"Samtals","Önnur sveitarfélög á höfuðb.","2006-01",394
"Samtals","Önnur sveitarfélög á höfuðb.","2006-02",383
"Samtals","Önnur sveitarfélög á höfuðb.","2006-03",356
"Samtals","Önnur sveitarfélög á höfuðb.","2006-04",345
"Samtals","Önnur sveitarfélög á höfuðb.","2006-05",382
"Samtals","Önnur sveitarfélög á höfuðb.","2006-06",404
"Samtals","Önnur sveitarfélög á höfuðb.","2006-07",410
"Samtals","Önnur sveitarfélög á höfuðb.","2006-08",322
"Samtals","Önnur sveitarfélög á höfuðb.","2006-09",277
"Samtals","Önnur sveitarfélög á höfuðb.","2006-10",296
"Samtals","Önnur sveitarfélög á höfuðb.","2006-11",270
"Samtals","Önnur sveitarfélög á höfuðb.","2006-12",304
"Samtals","Önnur sveitarfélög á höfuðb.","2007-01",296
"Samtals","Önnur sveitarfélög á höfuðb.","2007-02",318
"Samtals","Önnur sveitarfélög á höfuðb.","2007-03",287
"Samtals","Önnur sveitarfélög á höfuðb.","2007-04",265
"Samtals","Önnur sveitarfélög á höfuðb.","2007-05",279
"Samtals","Önnur sveitarfélög á höfuðb.","2007-06",259
"Samtals","Önnur sveitarfélög á höfuðb.","2007-07",236
"Samtals","Önnur sveitarfélög á höfuðb.","2007-08",233
"Samtals","Önnur sveitarfélög á höfuðb.","2007-09",204
"Samtals","Önnur sveitarfélög á höfuðb.","2007-10",187
"Samtals","Önnur sveitarfélög á höfuðb.","2007-11",184
"Samtals","Önnur sveitarfélög á höfuðb.","2007-12",185
"Samtals","Önnur sveitarfélög á höfuðb.","2008-01",214
"Samtals","Önnur sveitarfélög á höfuðb.","2008-02",215
"Samtals","Önnur sveitarfélög á höfuðb.","2008-03",257
"Samtals","Önnur sveitarfélög á höfuðb.","2008-04",260
"Samtals","Önnur sveitarfélög á höfuðb.","2008-05",280
"Samtals","Önnur sveitarfélög á höfuðb.","2008-06",340
"Samtals","Önnur sveitarfélög á höfuðb.","2008-07",391
"Samtals","Önnur sveitarfélög á höfuðb.","2008-08",417
"Samtals","Önnur sveitarfélög á höfuðb.","2008-09",467
"Samtals","Önnur sveitarfélög á höfuðb.","2008-10",794
"Samtals","Önnur sveitarfélög á höfuðb.","2008-11",1352
"Samtals","Önnur sveitarfélög á höfuðb.","2008-12",1979
"Samtals","Önnur sveitarfélög á höfuðb.","2009-01",2865
"Samtals","Önnur sveitarfélög á höfuðb.","2009-02",3735
"Samtals","Önnur sveitarfélög á höfuðb.","2009-03",4168
"Samtals","Önnur sveitarfélög á höfuðb.","2009-04",4292
"Samtals","Önnur sveitarfélög á höfuðb.","2009-05",4220
"Samtals","Önnur sveitarfélög á höfuðb.","2009-06",4133
"Samtals","Önnur sveitarfélög á höfuðb.","2009-07",4125
"Samtals","Önnur sveitarfélög á höfuðb.","2009-08",3925
"Samtals","Önnur sveitarfélög á höfuðb.","2009-09",3666
"Samtals","Önnur sveitarfélög á höfuðb.","2009-10",3738
"Samtals","Önnur sveitarfélög á höfuðb.","2009-11",3823
"Samtals","Önnur sveitarfélög á höfuðb.","2009-12",3860
"Samtals","Önnur sveitarfélög á höfuðb.","2010-01",4105
"Samtals","Önnur sveitarfélög á höfuðb.","2010-02",4161
"Samtals","Önnur sveitarfélög á höfuðb.","2010-03",4165
"Samtals","Önnur sveitarfélög á höfuðb.","2010-04",4036
"Samtals","Önnur sveitarfélög á höfuðb.","2010-05",3853
"Samtals","Önnur sveitarfélög á höfuðb.","2010-06",3675
"Samtals","Önnur sveitarfélög á höfuðb.","2010-07",3602
"Samtals","Önnur sveitarfélög á höfuðb.","2010-08",3405
"Samtals","Önnur sveitarfélög á höfuðb.","2010-09",3338
"Samtals","Önnur sveitarfélög á höfuðb.","2010-10",3513
"Samtals","Önnur sveitarfélög á höfuðb.","2010-11",3494
"Samtals","Önnur sveitarfélög á höfuðb.","2010-12",3555
"Samtals","Önnur sveitarfélög á höfuðb.","2011-01",3726
"Samtals","Önnur sveitarfélög á höfuðb.","2011-02",3762
"Samtals","Önnur sveitarfélög á höfuðb.","2011-03",3814
"Samtals","Önnur sveitarfélög á höfuðb.","2011-04",3664
"Samtals","Önnur sveitarfélög á höfuðb.","2011-05",3534
"Samtals","Önnur sveitarfélög á höfuðb.","2011-06",3406
"Samtals","Önnur sveitarfélög á höfuðb.","2011-07",3357
"Samtals","Önnur sveitarfélög á höfuðb.","2011-08",3272
"Samtals","Önnur sveitarfélög á höfuðb.","2011-09",3074
"Samtals","Önnur sveitarfélög á höfuðb.","2011-10",3122
"Samtals","Önnur sveitarfélög á höfuðb.","2011-11",3270
"Samtals","Önnur sveitarfélög á höfuðb.","2011-12",3311
"Samtals","Önnur sveitarfélög á höfuðb.","2012-01",3143
"Samtals","Önnur sveitarfélög á höfuðb.","2012-02",3152
"Samtals","Önnur sveitarfélög á höfuðb.","2012-03",3108
"Samtals","Önnur sveitarfélög á höfuðb.","2012-04",2868
"Samtals","Önnur sveitarfélög á höfuðb.","2012-05",2650
"Samtals","Önnur sveitarfélög á höfuðb.","2012-06",2462
"Samtals","Önnur sveitarfélög á höfuðb.","2012-07",2427
"15-19 ára","Landsbyggðin","2000-02",112
"15-19 ára","Landsbyggðin","2000-03",103
"15-19 ára","Landsbyggðin","2000-04",75
"15-19 ára","Landsbyggðin","2000-05",64
"15-19 ára","Landsbyggðin","2000-06",21
"15-19 ára","Landsbyggðin","2000-07",26
"15-19 ára","Landsbyggðin","2000-08",26
"15-19 ára","Landsbyggðin","2000-09",19
"15-19 ára","Landsbyggðin","2000-10",45
"15-19 ára","Landsbyggðin","2000-11",125
"15-19 ára","Landsbyggðin","2000-12",164
"15-19 ára","Landsbyggðin","2001-01",186
"15-19 ára","Landsbyggðin","2001-02",170
"15-19 ára","Landsbyggðin","2001-03",140
"15-19 ára","Landsbyggðin","2001-04",174
"15-19 ára","Landsbyggðin","2001-05",85
"15-19 ára","Landsbyggðin","2001-06",54
"15-19 ára","Landsbyggðin","2001-07",39
"15-19 ára","Landsbyggðin","2001-08",24
"15-19 ára","Landsbyggðin","2001-09",27
"15-19 ára","Landsbyggðin","2001-10",70
"15-19 ára","Landsbyggðin","2001-11",117
"15-19 ára","Landsbyggðin","2001-12",160
"15-19 ára","Landsbyggðin","2002-01",213
"15-19 ára","Landsbyggðin","2002-02",186
"15-19 ára","Landsbyggðin","2002-03",174
"15-19 ára","Landsbyggðin","2002-04",163
"15-19 ára","Landsbyggðin","2002-05",171
"15-19 ára","Landsbyggðin","2002-06",105
"15-19 ára","Landsbyggðin","2002-07",92
"15-19 ára","Landsbyggðin","2002-08",71
"15-19 ára","Landsbyggðin","2002-09",75
"15-19 ára","Landsbyggðin","2002-10",149
"15-19 ára","Landsbyggðin","2002-11",200
"15-19 ára","Landsbyggðin","2002-12",237
"15-19 ára","Landsbyggðin","2003-01",294
"15-19 ára","Landsbyggðin","2003-02",270
"15-19 ára","Landsbyggðin","2003-03",240
"15-19 ára","Landsbyggðin","2003-04",217
"15-19 ára","Landsbyggðin","2003-05",259
"15-19 ára","Landsbyggðin","2003-06",186
"15-19 ára","Landsbyggðin","2003-07",92
"15-19 ára","Landsbyggðin","2003-08",82
"15-19 ára","Landsbyggðin","2003-09",97
"15-19 ára","Landsbyggðin","2003-10",129
"15-19 ára","Landsbyggðin","2003-11",172
"15-19 ára","Landsbyggðin","2003-12",199
"15-19 ára","Landsbyggðin","2004-01",199
"15-19 ára","Landsbyggðin","2004-02",177
"15-19 ára","Landsbyggðin","2004-03",142
"15-19 ára","Landsbyggðin","2004-04",132
"15-19 ára","Landsbyggðin","2004-05",175
"15-19 ára","Landsbyggðin","2004-06",107
"15-19 ára","Landsbyggðin","2004-07",106
"15-19 ára","Landsbyggðin","2004-08",69
"15-19 ára","Landsbyggðin","2004-09",68
"15-19 ára","Landsbyggðin","2004-10",77
"15-19 ára","Landsbyggðin","2004-11",103
"15-19 ára","Landsbyggðin","2004-12",139
"15-19 ára","Landsbyggðin","2005-01",149
"15-19 ára","Landsbyggðin","2005-02",122
"15-19 ára","Landsbyggðin","2005-03",92
"15-19 ára","Landsbyggðin","2005-04",74
"15-19 ára","Landsbyggðin","2005-05",92
"15-19 ára","Landsbyggðin","2005-06",72
"15-19 ára","Landsbyggðin","2005-07",69
"15-19 ára","Landsbyggðin","2005-08",53
"15-19 ára","Landsbyggðin","2005-09",39
"15-19 ára","Landsbyggðin","2005-10",57
"15-19 ára","Landsbyggðin","2005-11",75
"15-19 ára","Landsbyggðin","2005-12",85
"15-19 ára","Landsbyggðin","2006-01",96
"15-19 ára","Landsbyggðin","2006-02",79
"15-19 ára","Landsbyggðin","2006-03",68
"15-19 ára","Landsbyggðin","2006-04",56
"15-19 ára","Landsbyggðin","2006-05",55
"15-19 ára","Landsbyggðin","2006-06",41
"15-19 ára","Landsbyggðin","2006-07",54
"15-19 ára","Landsbyggðin","2006-08",41
"15-19 ára","Landsbyggðin","2006-09",41
"15-19 ára","Landsbyggðin","2006-10",46
"15-19 ára","Landsbyggðin","2006-11",52
"15-19 ára","Landsbyggðin","2006-12",59
"15-19 ára","Landsbyggðin","2007-01",81
"15-19 ára","Landsbyggðin","2007-02",84
"15-19 ára","Landsbyggðin","2007-03",83
"15-19 ára","Landsbyggðin","2007-04",65
"15-19 ára","Landsbyggðin","2007-05",73
"15-19 ára","Landsbyggðin","2007-06",49
"15-19 ára","Landsbyggðin","2007-07",38
"15-19 ára","Landsbyggðin","2007-08",24
"15-19 ára","Landsbyggðin","2007-09",27
"15-19 ára","Landsbyggðin","2007-10",31
"15-19 ára","Landsbyggðin","2007-11",44
"15-19 ára","Landsbyggðin","2007-12",37
"15-19 ára","Landsbyggðin","2008-01",63
"15-19 ára","Landsbyggðin","2008-02",74
"15-19 ára","Landsbyggðin","2008-03",69
"15-19 ára","Landsbyggðin","2008-04",67
"15-19 ára","Landsbyggðin","2008-05",63
"15-19 ára","Landsbyggðin","2008-06",48
"15-19 ára","Landsbyggðin","2008-07",65
"15-19 ára","Landsbyggðin","2008-08",55
"15-19 ára","Landsbyggðin","2008-09",63
"15-19 ára","Landsbyggðin","2008-10",130
"15-19 ára","Landsbyggðin","2008-11",209
"15-19 ára","Landsbyggðin","2008-12",293
"15-19 ára","Landsbyggðin","2009-01",361
"15-19 ára","Landsbyggðin","2009-02",406
"15-19 ára","Landsbyggðin","2009-03",404
"15-19 ára","Landsbyggðin","2009-04",385
"15-19 ára","Landsbyggðin","2009-05",396
"15-19 ára","Landsbyggðin","2009-06",309
"15-19 ára","Landsbyggðin","2009-07",273
"15-19 ára","Landsbyggðin","2009-08",212
"15-19 ára","Landsbyggðin","2009-09",207
"15-19 ára","Landsbyggðin","2009-10",234
"15-19 ára","Landsbyggðin","2009-11",282
"15-19 ára","Landsbyggðin","2009-12",294
"15-19 ára","Landsbyggðin","2010-01",311
"15-19 ára","Landsbyggðin","2010-02",317
"15-19 ára","Landsbyggðin","2010-03",320
"15-19 ára","Landsbyggðin","2010-04",293
"15-19 ára","Landsbyggðin","2010-05",241
"15-19 ára","Landsbyggðin","2010-06",161
"15-19 ára","Landsbyggðin","2010-07",139
"15-19 ára","Landsbyggðin","2010-08",137
"15-19 ára","Landsbyggðin","2010-09",141
"15-19 ára","Landsbyggðin","2010-10",175
"15-19 ára","Landsbyggðin","2010-11",210
"15-19 ára","Landsbyggðin","2010-12",199
"15-19 ára","Landsbyggðin","2011-01",244
"15-19 ára","Landsbyggðin","2011-02",253
"15-19 ára","Landsbyggðin","2011-03",243
"15-19 ára","Landsbyggðin","2011-04",202
"15-19 ára","Landsbyggðin","2011-05",155
"15-19 ára","Landsbyggðin","2011-06",130
"15-19 ára","Landsbyggðin","2011-07",117
"15-19 ára","Landsbyggðin","2011-08",105
"15-19 ára","Landsbyggðin","2011-09",109
"15-19 ára","Landsbyggðin","2011-10",127
"15-19 ára","Landsbyggðin","2011-11",148
"15-19 ára","Landsbyggðin","2011-12",160
"15-19 ára","Landsbyggðin","2012-01",170
"15-19 ára","Landsbyggðin","2012-02",174
"15-19 ára","Landsbyggðin","2012-03",151
"15-19 ára","Landsbyggðin","2012-04",151
"15-19 ára","Landsbyggðin","2012-05",105
"15-19 ára","Landsbyggðin","2012-06",70
"15-19 ára","Landsbyggðin","2012-07",69
"20-24 ára","Landsbyggðin","2000-02",141
"20-24 ára","Landsbyggðin","2000-03",133
"20-24 ára","Landsbyggðin","2000-04",120
"20-24 ára","Landsbyggðin","2000-05",78
"20-24 ára","Landsbyggðin","2000-06",57
"20-24 ára","Landsbyggðin","2000-07",55
"20-24 ára","Landsbyggðin","2000-08",53
"20-24 ára","Landsbyggðin","2000-09",51
"20-24 ára","Landsbyggðin","2000-10",57
"20-24 ára","Landsbyggðin","2000-11",107
"20-24 ára","Landsbyggðin","2000-12",186
"20-24 ára","Landsbyggðin","2001-01",200
"20-24 ára","Landsbyggðin","2001-02",185
"20-24 ára","Landsbyggðin","2001-03",167
"20-24 ára","Landsbyggðin","2001-04",217
"20-24 ára","Landsbyggðin","2001-05",109
"20-24 ára","Landsbyggðin","2001-06",80
"20-24 ára","Landsbyggðin","2001-07",89
"20-24 ára","Landsbyggðin","2001-08",60
"20-24 ára","Landsbyggðin","2001-09",95
"20-24 ára","Landsbyggðin","2001-10",129
"20-24 ára","Landsbyggðin","2001-11",165
"20-24 ára","Landsbyggðin","2001-12",221
"20-24 ára","Landsbyggðin","2002-01",281
"20-24 ára","Landsbyggðin","2002-02",254
"20-24 ára","Landsbyggðin","2002-03",250
"20-24 ára","Landsbyggðin","2002-04",218
"20-24 ára","Landsbyggðin","2002-05",194
"20-24 ára","Landsbyggðin","2002-06",148
"20-24 ára","Landsbyggðin","2002-07",142
"20-24 ára","Landsbyggðin","2002-08",160
"20-24 ára","Landsbyggðin","2002-09",201
"20-24 ára","Landsbyggðin","2002-10",269
"20-24 ára","Landsbyggðin","2002-11",320
"20-24 ára","Landsbyggðin","2002-12",382
"20-24 ára","Landsbyggðin","2003-01",510
"20-24 ára","Landsbyggðin","2003-02",506
"20-24 ára","Landsbyggðin","2003-03",465
"20-24 ára","Landsbyggðin","2003-04",444
"20-24 ára","Landsbyggðin","2003-05",368
"20-24 ára","Landsbyggðin","2003-06",252
"20-24 ára","Landsbyggðin","2003-07",206
"20-24 ára","Landsbyggðin","2003-08",188
"20-24 ára","Landsbyggðin","2003-09",217
"20-24 ára","Landsbyggðin","2003-10",245
"20-24 ára","Landsbyggðin","2003-11",295
"20-24 ára","Landsbyggðin","2003-12",377
"20-24 ára","Landsbyggðin","2004-01",414
"20-24 ára","Landsbyggðin","2004-02",393
"20-24 ára","Landsbyggðin","2004-03",369
"20-24 ára","Landsbyggðin","2004-04",330
"20-24 ára","Landsbyggðin","2004-05",305
"20-24 ára","Landsbyggðin","2004-06",217
"20-24 ára","Landsbyggðin","2004-07",225
"20-24 ára","Landsbyggðin","2004-08",186
"20-24 ára","Landsbyggðin","2004-09",193
"20-24 ára","Landsbyggðin","2004-10",204
"20-24 ára","Landsbyggðin","2004-11",240
"20-24 ára","Landsbyggðin","2004-12",305
"20-24 ára","Landsbyggðin","2005-01",304
"20-24 ára","Landsbyggðin","2005-02",270
"20-24 ára","Landsbyggðin","2005-03",243
"20-24 ára","Landsbyggðin","2005-04",196
"20-24 ára","Landsbyggðin","2005-05",163
"20-24 ára","Landsbyggðin","2005-06",136
"20-24 ára","Landsbyggðin","2005-07",145
"20-24 ára","Landsbyggðin","2005-08",135
"20-24 ára","Landsbyggðin","2005-09",128
"20-24 ára","Landsbyggðin","2005-10",150
"20-24 ára","Landsbyggðin","2005-11",186
"20-24 ára","Landsbyggðin","2005-12",223
"20-24 ára","Landsbyggðin","2006-01",224
"20-24 ára","Landsbyggðin","2006-02",186
"20-24 ára","Landsbyggðin","2006-03",168
"20-24 ára","Landsbyggðin","2006-04",162
"20-24 ára","Landsbyggðin","2006-05",150
"20-24 ára","Landsbyggðin","2006-06",108
"20-24 ára","Landsbyggðin","2006-07",127
"20-24 ára","Landsbyggðin","2006-08",121
"20-24 ára","Landsbyggðin","2006-09",118
"20-24 ára","Landsbyggðin","2006-10",128
"20-24 ára","Landsbyggðin","2006-11",144
"20-24 ára","Landsbyggðin","2006-12",165
"20-24 ára","Landsbyggðin","2007-01",193
"20-24 ára","Landsbyggðin","2007-02",193
"20-24 ára","Landsbyggðin","2007-03",167
"20-24 ára","Landsbyggðin","2007-04",152
"20-24 ára","Landsbyggðin","2007-05",129
"20-24 ára","Landsbyggðin","2007-06",103
"20-24 ára","Landsbyggðin","2007-07",109
"20-24 ára","Landsbyggðin","2007-08",96
"20-24 ára","Landsbyggðin","2007-09",104
"20-24 ára","Landsbyggðin","2007-10",114
"20-24 ára","Landsbyggðin","2007-11",118
"20-24 ára","Landsbyggðin","2007-12",135
"20-24 ára","Landsbyggðin","2008-01",166
"20-24 ára","Landsbyggðin","2008-02",156
"20-24 ára","Landsbyggðin","2008-03",173
"20-24 ára","Landsbyggðin","2008-04",159
"20-24 ára","Landsbyggðin","2008-05",157
"20-24 ára","Landsbyggðin","2008-06",126
"20-24 ára","Landsbyggðin","2008-07",140
"20-24 ára","Landsbyggðin","2008-08",135
"20-24 ára","Landsbyggðin","2008-09",171
"20-24 ára","Landsbyggðin","2008-10",280
"20-24 ára","Landsbyggðin","2008-11",434
"20-24 ára","Landsbyggðin","2008-12",647
"20-24 ára","Landsbyggðin","2009-01",874
"20-24 ára","Landsbyggðin","2009-02",993
"20-24 ára","Landsbyggðin","2009-03",1048
"20-24 ára","Landsbyggðin","2009-04",972
"20-24 ára","Landsbyggðin","2009-05",913
"20-24 ára","Landsbyggðin","2009-06",711
"20-24 ára","Landsbyggðin","2009-07",652
"20-24 ára","Landsbyggðin","2009-08",614
"20-24 ára","Landsbyggðin","2009-09",639
"20-24 ára","Landsbyggðin","2009-10",722
"20-24 ára","Landsbyggðin","2009-11",814
"20-24 ára","Landsbyggðin","2009-12",874
"20-24 ára","Landsbyggðin","2010-01",1005
"20-24 ára","Landsbyggðin","2010-02",1003
"20-24 ára","Landsbyggðin","2010-03",1001
"20-24 ára","Landsbyggðin","2010-04",934
"20-24 ára","Landsbyggðin","2010-05",779
"20-24 ára","Landsbyggðin","2010-06",640
"20-24 ára","Landsbyggðin","2010-07",630
"20-24 ára","Landsbyggðin","2010-08",544
"20-24 ára","Landsbyggðin","2010-09",572
"20-24 ára","Landsbyggðin","2010-10",618
"20-24 ára","Landsbyggðin","2010-11",706
"20-24 ára","Landsbyggðin","2010-12",775
"20-24 ára","Landsbyggðin","2011-01",842
"20-24 ára","Landsbyggðin","2011-02",830
"20-24 ára","Landsbyggðin","2011-03",834
"20-24 ára","Landsbyggðin","2011-04",771
"20-24 ára","Landsbyggðin","2011-05",665
"20-24 ára","Landsbyggðin","2011-06",526
"20-24 ára","Landsbyggðin","2011-07",507
"20-24 ára","Landsbyggðin","2011-08",518
"20-24 ára","Landsbyggðin","2011-09",504
"20-24 ára","Landsbyggðin","2011-10",575
"20-24 ára","Landsbyggðin","2011-11",618
"20-24 ára","Landsbyggðin","2011-12",641
"20-24 ára","Landsbyggðin","2012-01",594
"20-24 ára","Landsbyggðin","2012-02",611
"20-24 ára","Landsbyggðin","2012-03",592
"20-24 ára","Landsbyggðin","2012-04",592
"20-24 ára","Landsbyggðin","2012-05",432
"20-24 ára","Landsbyggðin","2012-06",317
"20-24 ára","Landsbyggðin","2012-07",302
"25-29 ára","Landsbyggðin","2000-02",104
"25-29 ára","Landsbyggðin","2000-03",105
"25-29 ára","Landsbyggðin","2000-04",95
"25-29 ára","Landsbyggðin","2000-05",82
"25-29 ára","Landsbyggðin","2000-06",57
"25-29 ára","Landsbyggðin","2000-07",49
"25-29 ára","Landsbyggðin","2000-08",49
"25-29 ára","Landsbyggðin","2000-09",48
"25-29 ára","Landsbyggðin","2000-10",54
"25-29 ára","Landsbyggðin","2000-11",68
"25-29 ára","Landsbyggðin","2000-12",131
"25-29 ára","Landsbyggðin","2001-01",152
"25-29 ára","Landsbyggðin","2001-02",135
"25-29 ára","Landsbyggðin","2001-03",130
"25-29 ára","Landsbyggðin","2001-04",157
"25-29 ára","Landsbyggðin","2001-05",100
"25-29 ára","Landsbyggðin","2001-06",79
"25-29 ára","Landsbyggðin","2001-07",65
"25-29 ára","Landsbyggðin","2001-08",56
"25-29 ára","Landsbyggðin","2001-09",63
"25-29 ára","Landsbyggðin","2001-10",80
"25-29 ára","Landsbyggðin","2001-11",100
"25-29 ára","Landsbyggðin","2001-12",137
"25-29 ára","Landsbyggðin","2002-01",158
"25-29 ára","Landsbyggðin","2002-02",145
"25-29 ára","Landsbyggðin","2002-03",131
"25-29 ára","Landsbyggðin","2002-04",116
"25-29 ára","Landsbyggðin","2002-05",110
"25-29 ára","Landsbyggðin","2002-06",113
"25-29 ára","Landsbyggðin","2002-07",115
"25-29 ára","Landsbyggðin","2002-08",95
"25-29 ára","Landsbyggðin","2002-09",115
"25-29 ára","Landsbyggðin","2002-10",145
"25-29 ára","Landsbyggðin","2002-11",188
"25-29 ára","Landsbyggðin","2002-12",221
"25-29 ára","Landsbyggðin","2003-01",249
"25-29 ára","Landsbyggðin","2003-02",257
"25-29 ára","Landsbyggðin","2003-03",246
"25-29 ára","Landsbyggðin","2003-04",233
"25-29 ára","Landsbyggðin","2003-05",211
"25-29 ára","Landsbyggðin","2003-06",195
"25-29 ára","Landsbyggðin","2003-07",189
"25-29 ára","Landsbyggðin","2003-08",160
"25-29 ára","Landsbyggðin","2003-09",157
"25-29 ára","Landsbyggðin","2003-10",170
"25-29 ára","Landsbyggðin","2003-11",190
"25-29 ára","Landsbyggðin","2003-12",225
"25-29 ára","Landsbyggðin","2004-01",247
"25-29 ára","Landsbyggðin","2004-02",247
"25-29 ára","Landsbyggðin","2004-03",232
"25-29 ára","Landsbyggðin","2004-04",245
"25-29 ára","Landsbyggðin","2004-05",232
"25-29 ára","Landsbyggðin","2004-06",206
"25-29 ára","Landsbyggðin","2004-07",204
"25-29 ára","Landsbyggðin","2004-08",163
"25-29 ára","Landsbyggðin","2004-09",172
"25-29 ára","Landsbyggðin","2004-10",183
"25-29 ára","Landsbyggðin","2004-11",180
"25-29 ára","Landsbyggðin","2004-12",215
"25-29 ára","Landsbyggðin","2005-01",218
"25-29 ára","Landsbyggðin","2005-02",215
"25-29 ára","Landsbyggðin","2005-03",190
"25-29 ára","Landsbyggðin","2005-04",165
"25-29 ára","Landsbyggðin","2005-05",147
"25-29 ára","Landsbyggðin","2005-06",133
"25-29 ára","Landsbyggðin","2005-07",152
"25-29 ára","Landsbyggðin","2005-08",113
"25-29 ára","Landsbyggðin","2005-09",106
"25-29 ára","Landsbyggðin","2005-10",120
"25-29 ára","Landsbyggðin","2005-11",145
"25-29 ára","Landsbyggðin","2005-12",147
"25-29 ára","Landsbyggðin","2006-01",159
"25-29 ára","Landsbyggðin","2006-02",146
"25-29 ára","Landsbyggðin","2006-03",140
"25-29 ára","Landsbyggðin","2006-04",135
"25-29 ára","Landsbyggðin","2006-05",126
"25-29 ára","Landsbyggðin","2006-06",98
"25-29 ára","Landsbyggðin","2006-07",118
"25-29 ára","Landsbyggðin","2006-08",92
"25-29 ára","Landsbyggðin","2006-09",97
"25-29 ára","Landsbyggðin","2006-10",99
"25-29 ára","Landsbyggðin","2006-11",108
"25-29 ára","Landsbyggðin","2006-12",122
"25-29 ára","Landsbyggðin","2007-01",138
"25-29 ára","Landsbyggðin","2007-02",129
"25-29 ára","Landsbyggðin","2007-03",135
"25-29 ára","Landsbyggðin","2007-04",128
"25-29 ára","Landsbyggðin","2007-05",125
"25-29 ára","Landsbyggðin","2007-06",111
"25-29 ára","Landsbyggðin","2007-07",121
"25-29 ára","Landsbyggðin","2007-08",105
"25-29 ára","Landsbyggðin","2007-09",106
"25-29 ára","Landsbyggðin","2007-10",93
"25-29 ára","Landsbyggðin","2007-11",94
"25-29 ára","Landsbyggðin","2007-12",101
"25-29 ára","Landsbyggðin","2008-01",108
"25-29 ára","Landsbyggðin","2008-02",118
"25-29 ára","Landsbyggðin","2008-03",116
"25-29 ára","Landsbyggðin","2008-04",121
"25-29 ára","Landsbyggðin","2008-05",140
"25-29 ára","Landsbyggðin","2008-06",130
"25-29 ára","Landsbyggðin","2008-07",132
"25-29 ára","Landsbyggðin","2008-08",147
"25-29 ára","Landsbyggðin","2008-09",155
"25-29 ára","Landsbyggðin","2008-10",234
"25-29 ára","Landsbyggðin","2008-11",398
"25-29 ára","Landsbyggðin","2008-12",536
"25-29 ára","Landsbyggðin","2009-01",688
"25-29 ára","Landsbyggðin","2009-02",854
"25-29 ára","Landsbyggðin","2009-03",904
"25-29 ára","Landsbyggðin","2009-04",832
"25-29 ára","Landsbyggðin","2009-05",787
"25-29 ára","Landsbyggðin","2009-06",718
"25-29 ára","Landsbyggðin","2009-07",709
"25-29 ára","Landsbyggðin","2009-08",673
"25-29 ára","Landsbyggðin","2009-09",643
"25-29 ára","Landsbyggðin","2009-10",698
"25-29 ára","Landsbyggðin","2009-11",754
"25-29 ára","Landsbyggðin","2009-12",772
"25-29 ára","Landsbyggðin","2010-01",848
"25-29 ára","Landsbyggðin","2010-02",859
"25-29 ára","Landsbyggðin","2010-03",866
"25-29 ára","Landsbyggðin","2010-04",837
"25-29 ára","Landsbyggðin","2010-05",751
"25-29 ára","Landsbyggðin","2010-06",692
"25-29 ára","Landsbyggðin","2010-07",686
"25-29 ára","Landsbyggðin","2010-08",615
"25-29 ára","Landsbyggðin","2010-09",616
"25-29 ára","Landsbyggðin","2010-10",684
"25-29 ára","Landsbyggðin","2010-11",733
"25-29 ára","Landsbyggðin","2010-12",761
"25-29 ára","Landsbyggðin","2011-01",777
"25-29 ára","Landsbyggðin","2011-02",763
"25-29 ára","Landsbyggðin","2011-03",760
"25-29 ára","Landsbyggðin","2011-04",712
"25-29 ára","Landsbyggðin","2011-05",616
"25-29 ára","Landsbyggðin","2011-06",555
"25-29 ára","Landsbyggðin","2011-07",532
"25-29 ára","Landsbyggðin","2011-08",510
"25-29 ára","Landsbyggðin","2011-09",488
